,claim_id,claim_text,claim_label,evidences,evidence text
3973,claim-1724,Lindzen and Choi’s paper is viewed as unacceptably flawed by other climate scientists.,SUPPORTS,evidence-1176011,Lindzen and Choi revised their paper and submitted it to PNAS.
3974,claim-1724,Lindzen and Choi’s paper is viewed as unacceptably flawed by other climate scientists.,SUPPORTS,evidence-889770,"Andrew Dessler published a paper which found errors in Lindzen and Choi 2011, and concluded that the observations it had presented ""are not in fundamental disagreement with mainstream climate models, nor do they provide evidence that clouds are causing climate change."
3975,claim-498,The 30 most costly hurricanes in U.S. history (according to federal data from January) show no increase in intensity over time.,REFUTES,evidence-493645,"Hurricane wind speeds, rainfall intensity, and storm surge levels are likely to increase."
3976,claim-498,The 30 most costly hurricanes in U.S. history (according to federal data from January) show no increase in intensity over time.,REFUTES,evidence-974919,"After spending a week without significantly strengthening itself in the central Atlantic, it rapidly intensified into a powerful Category 5 hurricane while moving westward towards the Bahamas on August 23."
3977,claim-498,The 30 most costly hurricanes in U.S. history (according to federal data from January) show no increase in intensity over time.,REFUTES,evidence-760845,"The extremely powerful hurricane continued to intensify, with maximum sustained winds peaking at 180 mph (285 km/h) near 18:00 UTC on September 5."
3978,claim-1474,"Etna has already put more than 10,000 times the CO2 into the atmosphere than mankind has in our entire time on the Earth.",REFUTES,evidence-950186,"Human activity since the Industrial Revolution has increased the amount of greenhouse gases in the atmosphere, leading to increased radiative forcing from CO2, methane, tropospheric ozone, CFCs, and nitrous oxide."
3979,claim-1474,"Etna has already put more than 10,000 times the CO2 into the atmosphere than mankind has in our entire time on the Earth.",REFUTES,evidence-208053,"In the modern era, emissions to the atmosphere from volcanoes are approximately 0.645 billion tonnes of CO 2 per year, whereas humans contribute 29 billion tonnes of CO 2 each year."
3980,claim-250,"CO2 is not powerful in that sense, the only thing it does in the system is make the planet greener.",NOT_ENOUGH_INFO,evidence-973297,"Captain Pollution is weakened when he is in contact with pure elements such as clean water or sunlight, while he gains power from contact with pollutants, being able to absorb pollutant and emit radioactive rays (and is later shown to gain limitless power when in contact with pollutants after his resurrection)."
3981,claim-250,"CO2 is not powerful in that sense, the only thing it does in the system is make the planet greener.",NOT_ENOUGH_INFO,evidence-906355,"Big cities were created as power images of a competitive society, conscious of its achievement potential."
3982,claim-250,"CO2 is not powerful in that sense, the only thing it does in the system is make the planet greener.",NOT_ENOUGH_INFO,evidence-957938,But it is not a socialized collectivity of labor and it lacks significant power to disrupt or seize the means of production.
3983,claim-250,"CO2 is not powerful in that sense, the only thing it does in the system is make the planet greener.",NOT_ENOUGH_INFO,evidence-788650,The Phoenix Force is a force of incredible power.
3984,claim-250,"CO2 is not powerful in that sense, the only thing it does in the system is make the planet greener.",NOT_ENOUGH_INFO,evidence-510383,This ring effectively provides near unlimited power to earth.
3985,claim-2378,The costs of inaction far outweigh the costs of mitigation.,SUPPORTS,evidence-1163186,"By addressing climate change, we can avoid the costs associated with the effects of climate change."
3986,claim-2378,The costs of inaction far outweigh the costs of mitigation.,SUPPORTS,evidence-427518,"According to the Stern Review, inaction can be as high as the equivalent of losing at least 5% of global gross domestic product (GDP) each year, now and forever (upto 20% of the GDP or more when including a wider range of risks and impacts), whereas mitigating climate change will only cost about 2% of the GDP."
3987,claim-2378,The costs of inaction far outweigh the costs of mitigation.,SUPPORTS,evidence-75603,Cline noted that the Review's large cost-benefit ratio for mitigation policy allows room for these long-term costs to be reduced substantially but still support aggressive action to reduce emissions.
3988,claim-2390,There may have been regions of Greenland that were 'greener' than today,NOT_ENOUGH_INFO,evidence-320053,"It has been observed that there is more precipitation where it is warmer, up to 1.5 meters per year on the southeast flank, and less precipitation or none on the 25–80 percent (depending on the time of year) of the island that is cooler."
3989,claim-2390,There may have been regions of Greenland that were 'greener' than today,NOT_ENOUGH_INFO,evidence-1072611,"""Is Iceland Really Green and Greenland Really Icy?"""
3990,claim-2390,There may have been regions of Greenland that were 'greener' than today,NOT_ENOUGH_INFO,evidence-1003706,"Interpretation of ice core and clam shell data suggests that between 800 and 1300, the regions around the fjords of southern Greenland experienced a relatively mild climate several degrees Celsius higher than usual in the North Atlantic, with trees and herbaceous plants growing, and livestock being farmed."
3991,claim-2390,There may have been regions of Greenland that were 'greener' than today,NOT_ENOUGH_INFO,evidence-5184,"The Great Green Wall initiative is a pan-African proposal to ""green"" the continent from west to east in order to battle desertification."
3992,claim-2390,There may have been regions of Greenland that were 'greener' than today,NOT_ENOUGH_INFO,evidence-1039068,"When the North African monsoon is at its strongest annual precipitation and subsequent vegetation in the Sahara region increase, resulting in conditions commonly referred to as the ""green Sahara""."
3993,claim-2136,Renewables can't provide baseload power,REFUTES,evidence-231063,"This less valuable ""spare"" electricity comes from uncontrolled wind power and base load power plants such as coal, nuclear and geothermal, which still produce power at night even though demand is very low."
3994,claim-2136,Renewables can't provide baseload power,REFUTES,evidence-814312,"Geothermal power plants can operate 24 hours per day, providing baseload capacity."
3995,claim-2136,Renewables can't provide baseload power,REFUTES,evidence-690903,"EGS and HDR technologies, such as hydrothermal geothermal, are expected to be baseload resources which produce power 24 hours a day like a fossil plant."
3996,claim-2136,Renewables can't provide baseload power,REFUTES,evidence-470038,"""Supplying Baseload Power and Reducing Transmission Requirements by Interconnecting Wind Farms"" (PDF)."
3997,claim-1155,"But observations, such as those on our CO2 Coalition website, show that increased CO2 levels over the next century will cause modest and beneficial warming—perhaps as much as one degree Celsius (1.8 degrees Fahrenheit)",REFUTES,evidence-328337,In it was the prediction that on our current course the planet will warm a disastrous seven degrees Fahrenheit (or about 3.9 degrees Celsius) by the end of this century.
3998,claim-1155,"But observations, such as those on our CO2 Coalition website, show that increased CO2 levels over the next century will cause modest and beneficial warming—perhaps as much as one degree Celsius (1.8 degrees Fahrenheit)",REFUTES,evidence-600294,"""A projected increase of 4.05 degrees Fahrenheit in average temperature is expected by 2065, and a projected increase of 9.37 degrees Fahrenheit in average temperature can be expected by the turn of the century if nothing is done to curb emissions."
3999,claim-189,The geological history of the planet shows major planetary climate changes have never been driven by a trace gas,DISPUTED,evidence-1050099,"Rennie 2009: ""Claim 1: Anthropogenic CO2 can't be changing climate, because CO2 is only a trace gas in the atmosphere and the amount produced by humans is dwarfed by the amount from volcanoes and other natural sources."
4000,claim-189,The geological history of the planet shows major planetary climate changes have never been driven by a trace gas,DISPUTED,evidence-800893,"The distance of Earth from the Sun, as well as its orbital eccentricity, rate of rotation, axial tilt, geological history, sustaining atmosphere, and magnetic field all contribute to the current climatic conditions at the surface."
4001,claim-189,The geological history of the planet shows major planetary climate changes have never been driven by a trace gas,DISPUTED,evidence-1187937,"Scientists have determined that the major factors causing the current climate change are greenhouse gases, land use changes, and aerosols and soot."
4002,claim-1569,Sea level rise is decelerating.,REFUTES,evidence-639299,"Over the 21st century, this is expected to rise, with glaciers contributing 7 to 24 cm (3 to 9 in) to global sea levels."
4003,claim-1569,Sea level rise is decelerating.,REFUTES,evidence-1018611,"More precise data gathered from satellite radar measurements reveal an accelerating rise of 7.5 cm (3.0 in) from 1993 to 2017, which is a trend of roughly 30 cm (12 in) per century."
4004,claim-1569,Sea level rise is decelerating.,REFUTES,evidence-1127398,"This acceleration is due mostly to human-caused global warming, which is driving thermal expansion of seawater and the melting of land-based ice sheets and glaciers."
4005,claim-1569,Sea level rise is decelerating.,REFUTES,evidence-1184058,"More importantly, the GMSL curve shows a net acceleration, estimated to be at 0.08mm/yr2."
4006,claim-1569,Sea level rise is decelerating.,REFUTES,evidence-726970,Climate scientists expect the rate to further accelerate during the 21st century.
4007,claim-2704,Australia accounts for 1.5 per cent of global carbon emissions.,REFUTES,evidence-556098,"It is one of the largest sources of greenhouse gases, responsible for 18% of the world's greenhouse gas emissions as measured in CO2 equivalents."
4008,claim-2704,Australia accounts for 1.5 per cent of global carbon emissions.,REFUTES,evidence-981867,"Agriculture, forestry and land-use change contributed around 20 to 25% of global annual emissions in 2010."
4009,claim-2366,"Increased CO2 makes more water vapor, a greenhouse gas which amplifies warming",SUPPORTS,evidence-337493,"At the end of an ice age, warming from increased CO 2 would increase the amount of water vapour, amplifying its effect in a feedback process."
4010,claim-2366,"Increased CO2 makes more water vapor, a greenhouse gas which amplifies warming",SUPPORTS,evidence-481206,Water vapor responds to and amplifies effects of the other greenhouse gases.
4011,claim-2366,"Increased CO2 makes more water vapor, a greenhouse gas which amplifies warming",SUPPORTS,evidence-991415,"Because water vapor is a greenhouse gas, this results in further warming and so is a ""positive feedback"" that amplifies the original warming."
4012,claim-919,an airplane is contributing to the emissions that put the frozen continent at risk.,NOT_ENOUGH_INFO,evidence-398090,This enables the entire craft to contribute to lift generation with the result of potentially increased fuel economy.
4013,claim-919,an airplane is contributing to the emissions that put the frozen continent at risk.,NOT_ENOUGH_INFO,evidence-751884,The airline industry is responsible for about 11% of greenhouse gases emitted by the U.S. transportation sector.
4014,claim-919,an airplane is contributing to the emissions that put the frozen continent at risk.,NOT_ENOUGH_INFO,evidence-431941,"Aviation's share of the greenhouse gas emissions is poised to grow, as air travel increases and ground vehicles use more alternative fuels like ethanol and biodiesel."
4015,claim-919,an airplane is contributing to the emissions that put the frozen continent at risk.,NOT_ENOUGH_INFO,evidence-1009207,Boeing estimates that biofuels could reduce flight-related greenhouse-gas emissions by 60 to 80%.
4016,claim-919,an airplane is contributing to the emissions that put the frozen continent at risk.,NOT_ENOUGH_INFO,evidence-508792,"In November 2017, a statement by 15,364 scientists from 184 countries indicated that increasing levels of greenhouse gases from use of fossil fuels, human population growth, deforestation, and overuse of land for agricultural production, particularly by farming ruminants for meat consumption, are trending in ways that forecast an increase in human misery over coming decades."
4017,claim-2570,The IPCC statement on Amazon rain forests is correct.,SUPPORTS,evidence-578579,"The IPCC has since acknowledged that the date is incorrect, while reaffirming that the conclusion in the final summary was robust."
4018,claim-2570,The IPCC statement on Amazon rain forests is correct.,SUPPORTS,evidence-76617,"The National Research Council's report agreed that there were some statistical failings, but these had little effect on the graph, which was generally correct."
4019,claim-2584,"Once the atmosphere reaches a saturation point, additional input of CO2 will not really have any major impact.",NOT_ENOUGH_INFO,evidence-23743,"Both exceed 100% because their CO2 values were increased to 345 ppmv, without changing their other constituents to compensate."
4020,claim-2584,"Once the atmosphere reaches a saturation point, additional input of CO2 will not really have any major impact.",NOT_ENOUGH_INFO,evidence-414632,This approach can increase original oil recovery by reducing residual oil saturation by between 7% to 23% additional to primary extraction.
4021,claim-2584,"Once the atmosphere reaches a saturation point, additional input of CO2 will not really have any major impact.",NOT_ENOUGH_INFO,evidence-368192,"Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century."
4022,claim-2584,"Once the atmosphere reaches a saturation point, additional input of CO2 will not really have any major impact.",NOT_ENOUGH_INFO,evidence-383274,Other scientists were initially sceptical and believed the greenhouse effect to be saturated so that adding more CO 2 would make no difference.
4023,claim-2584,"Once the atmosphere reaches a saturation point, additional input of CO2 will not really have any major impact.",NOT_ENOUGH_INFO,evidence-481658,"Increased concentrations of gases such as CO 2 (~20%), ozone and N 2O are external forcing on the other hand."
4024,claim-2738,"When you read Phil Jones' actual words, you see he's saying there is a warming trend",SUPPORTS,evidence-1071200,"A study released in 2009, combined historical weather station data with satellite measurements to deduce past temperatures over large regions of the continent, and these temperatures indicate an overall warming trend."
4025,claim-169,"They can now model how likely a specific event would be to occur under historical conditions, compared to the record temperatures we’re experiencing.",NOT_ENOUGH_INFO,evidence-837355,"Looking at the lack of certainty as to the causes of the 1995 to present increase in Atlantic extreme storm activity, a 2007 article in Nature used proxy records of vertical wind shear and sea surface temperature to create a long-term model."
4026,claim-169,"They can now model how likely a specific event would be to occur under historical conditions, compared to the record temperatures we’re experiencing.",NOT_ENOUGH_INFO,evidence-1201952,"Compared to climate change for the past millennium, even the smallest exchange modeled would plunge the planet into temperatures colder than the Little Ice Age (the period of history between approximately 1600 and 1850 AD)."
4027,claim-169,"They can now model how likely a specific event would be to occur under historical conditions, compared to the record temperatures we’re experiencing.",NOT_ENOUGH_INFO,evidence-477046,"In both cases, new climate model simulations show that the effects would last for more than a decade."
4028,claim-169,"They can now model how likely a specific event would be to occur under historical conditions, compared to the record temperatures we’re experiencing.",NOT_ENOUGH_INFO,evidence-690436,"The authors used computational models developed by NCAR to simulate the climatic effects of a soot cloud that they suggest would be a result, of a regional nuclear war in which 100 ""small"" (15 Kt) weapons are detonated over cities."
4029,claim-169,"They can now model how likely a specific event would be to occur under historical conditions, compared to the record temperatures we’re experiencing.",NOT_ENOUGH_INFO,evidence-328316,A 2012 paper in the journal Science examined the geological record in an attempt to find a historical analog for current global conditions as well as those of the future.
4030,claim-939,"“Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level, parts of Antarctica could break up rapidly, causing the ocean to rise six feet or more by the end of this century.",DISPUTED,evidence-318640,"Over the 21st century, the IPCC projects that in a very high emissions scenario the sea level could rise by 61–110 cm."
4031,claim-939,"“Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level, parts of Antarctica could break up rapidly, causing the ocean to rise six feet or more by the end of this century.",DISPUTED,evidence-1175556,A rapid collapse of the West Antarctic Ice Sheet could raise sea level by 3.3 metres (11 ft).
4032,claim-939,"“Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level, parts of Antarctica could break up rapidly, causing the ocean to rise six feet or more by the end of this century.",DISPUTED,evidence-368819,"Continued carbon dioxide emissions from fossil fuel sources could cause additional tens of metres of sea level rise, over the next millennia, and the available fossil fuel on Earth is even enough to ultimately melt the entire Antarctic ice sheet, causing about 58 m (190 ft) of sea level rise."
4033,claim-1798,"A few degrees of global warming has a huge impact on ice sheets, sea levels and other aspects of climate.",SUPPORTS,evidence-771238,"The rate of ice loss from glaciers and ice sheets in the Antarctic is a key area of uncertainty since this source could account for 90% of the potential sea level rise: increased ocean warmth is undermining and threatening to unplug Antarctic glacier outlets, potentially resulting in more rapid sea level rise."
4034,claim-1798,"A few degrees of global warming has a huge impact on ice sheets, sea levels and other aspects of climate.",SUPPORTS,evidence-1091550,"The effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts."
4035,claim-1798,"A few degrees of global warming has a huge impact on ice sheets, sea levels and other aspects of climate.",SUPPORTS,evidence-1192872,"Under the influence of global warming, melt at the base of the ice sheet increases."
4036,claim-165,When the Emergency Leaders for Climate Action approached the Federal Government in April they were drawing on decades of data showing that fire conditions are getting worse.,NOT_ENOUGH_INFO,evidence-67133,"Bush's administration presided over the largest tax cuts since the presidency of Ronald Reagan, and his homeland security reforms proved to be the most significant expansion of the federal government since the Great Society."
4037,claim-165,When the Emergency Leaders for Climate Action approached the Federal Government in April they were drawing on decades of data showing that fire conditions are getting worse.,NOT_ENOUGH_INFO,evidence-1005976,"On January 30, 2015, days after the U.S. Army Corps of Engineers released a post-Sandy report examining flood risks for 31,200 miles (50,210 km) of the North Atlantic coast, President Obama issued an executive order directing federal agencies, state and local governments drawing federal funds to adopt stricter building and siting standards to reflect scientific projections that future flooding will be more frequent and intense due to climate change."
4038,claim-165,When the Emergency Leaders for Climate Action approached the Federal Government in April they were drawing on decades of data showing that fire conditions are getting worse.,NOT_ENOUGH_INFO,evidence-957808,The administration rolled back regulations requiring the federal government to account for climate change and sea-level rise when building infrastructure.
4039,claim-165,When the Emergency Leaders for Climate Action approached the Federal Government in April they were drawing on decades of data showing that fire conditions are getting worse.,NOT_ENOUGH_INFO,evidence-1023466,"The administration released the Fourth National Climate Assessment (NCA4) in November 2018, a long-awaited study conducted by numerous federal agencies that found ""the evidence of human-caused climate change is overwhelming and continues to strengthen, that the impacts of climate change are intensifying across the country, and that climate-related threats to Americans' physical, social, and economic well-being are rising."""
4040,claim-165,When the Emergency Leaders for Climate Action approached the Federal Government in April they were drawing on decades of data showing that fire conditions are getting worse.,NOT_ENOUGH_INFO,evidence-45939,"In October 2017, the administration declared a 90-day public health emergency over the opioid epidemic and pledged to urgently mobilize the federal government in response to the crisis."
4041,claim-775,"Instead of negotiating over climate change policies and trying to make them more market-oriented, some political conservatives have taken the approach of blocking them by trying to undermine the science.",SUPPORTS,evidence-768984,"Conservative think tanks since the 1990s have opposed the concept of man-made global warming; challenged scientific evidence; publicized what they perceived as beneficial aspects of global warming, and asserted that proposed remedies would do more harm than good."
4042,claim-775,"Instead of negotiating over climate change policies and trying to make them more market-oriented, some political conservatives have taken the approach of blocking them by trying to undermine the science.",SUPPORTS,evidence-5116,"Since then, Republicans have increasingly taken positions against environmental regulation, with some Republicans rejecting the scientific consensus on climate change."
4043,claim-2657,"Currently, humans are emitting around 29 billion tonnes of carbon dioxide into the atmosphere per year.",SUPPORTS,evidence-425667,"Human activities emit about 29 billion tons of carbon dioxide per year, while volcanoes emit between 0.2 and 0.3 billion tons."
4044,claim-2657,"Currently, humans are emitting around 29 billion tonnes of carbon dioxide into the atmosphere per year.",SUPPORTS,evidence-91099,The burning of fossil fuels produces around 21.3 billion tonnes (21.3 gigatonnes) of carbon dioxide (CO2) per year.
4045,claim-2657,"Currently, humans are emitting around 29 billion tonnes of carbon dioxide into the atmosphere per year.",SUPPORTS,evidence-208053,"In the modern era, emissions to the atmosphere from volcanoes are approximately 0.645 billion tonnes of CO 2 per year, whereas humans contribute 29 billion tonnes of CO 2 each year."
4046,claim-625,"I note particularly that sea-level rise is not affected by the warming; it continues at the same rate, 1.8 millimeters a year, according to a 1990 review by Andrew S. Trupin and John Wahr.",REFUTES,evidence-946255,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well."
4047,claim-625,"I note particularly that sea-level rise is not affected by the warming; it continues at the same rate, 1.8 millimeters a year, according to a 1990 review by Andrew S. Trupin and John Wahr.",REFUTES,evidence-192836,"Data collected by the Commonwealth Scientific and Industrial Research Organisation (CSIRO) in Australia show the current global mean sea level trend to be 3.2 mm (0.13 in) per year, a doubling of the rate during the 20th century."
4048,claim-1619,Hansen predicted in 1988 the West Side Highway would be underwater in 20 years.,NOT_ENOUGH_INFO,evidence-149294,"When the analysis was updated in 1988, the four warmest years on record were all in the 1980s."
4049,claim-1619,Hansen predicted in 1988 the West Side Highway would be underwater in 20 years.,NOT_ENOUGH_INFO,evidence-27377,"During a senate meeting on June 23, 1988, Hansen reported that he was ninety-nine percent certain the earth was warmer then than it had ever been measured to be, there was a clear cause and effect relationship with the greenhouse effect and lastly that due to global warming, the likelihood of freak weather was steadily increasing."
4050,claim-1619,Hansen predicted in 1988 the West Side Highway would be underwater in 20 years.,NOT_ENOUGH_INFO,evidence-1106983,The West Side Highway (officially the Joe DiMaggio Highway) is a 5.42-mile-long (8.72 km) mostly surface section of New York State Route 9A (NY 9A) that runs from West 72nd Street along the Hudson River to the southern tip of Manhattan in New York City.
4051,claim-1619,Hansen predicted in 1988 the West Side Highway would be underwater in 20 years.,NOT_ENOUGH_INFO,evidence-972310,Construction began in early 1996 on the West Side Highway project.
4052,claim-1619,Hansen predicted in 1988 the West Side Highway would be underwater in 20 years.,NOT_ENOUGH_INFO,evidence-368956,"""After 20 Years of Delays, a River Park Takes Shape""."
4053,claim-2921,"The tax-payer funded National Oceanic and Atmospheric Administration  (NOAA) has become mired in fresh global warming data scandal involving  numbers for the Great Lakes region that substantially ramp up averages.""",NOT_ENOUGH_INFO,evidence-757217,"NOAA warns of dangerous weather, charts seas, guides the use and protection of ocean and coastal resources, and conducts research to provide understanding and improve stewardship of the environment."
4054,claim-2921,"The tax-payer funded National Oceanic and Atmospheric Administration  (NOAA) has become mired in fresh global warming data scandal involving  numbers for the Great Lakes region that substantially ramp up averages.""",NOT_ENOUGH_INFO,evidence-804103,"Feds close 600 weather stations amid criticism they're situated to report warming""."
4055,claim-2921,"The tax-payer funded National Oceanic and Atmospheric Administration  (NOAA) has become mired in fresh global warming data scandal involving  numbers for the Great Lakes region that substantially ramp up averages.""",NOT_ENOUGH_INFO,evidence-889730,"In 2013, NOAA closed 600 weather stations."
4056,claim-2921,"The tax-payer funded National Oceanic and Atmospheric Administration  (NOAA) has become mired in fresh global warming data scandal involving  numbers for the Great Lakes region that substantially ramp up averages.""",NOT_ENOUGH_INFO,evidence-509506,NOAA data is also relevant to the issues of global warming and ozone depletion.
4057,claim-2921,"The tax-payer funded National Oceanic and Atmospheric Administration  (NOAA) has become mired in fresh global warming data scandal involving  numbers for the Great Lakes region that substantially ramp up averages.""",NOT_ENOUGH_INFO,evidence-970629,"AOML's research spans hurricanes, coastal ecosystems, oceans and human health, climate studies, global carbon systems, and ocean observations."
4058,claim-1146,"“It’s far too early to tell if what we are seeing in the Arctic, and now the Antarctic, is a sharp shift towards warmer poles with less ice.",REFUTES,evidence-591257,"""A 40-y record reveals gradual Antarctic sea ice increases followed by decreases at rates far exceeding the rates seen in the Arctic""."
4059,claim-1146,"“It’s far too early to tell if what we are seeing in the Arctic, and now the Antarctic, is a sharp shift towards warmer poles with less ice.",REFUTES,evidence-817308,"The effects of global warming in the Arctic, or climate change in the Arctic include rising air and water temperatures, loss of sea ice, and melting of the Greenland ice sheet with a related cold temperature anomaly, observed since the 1970s."
4060,claim-1146,"“It’s far too early to tell if what we are seeing in the Arctic, and now the Antarctic, is a sharp shift towards warmer poles with less ice.",REFUTES,evidence-88825,"Surface temperature increases are greatest in the Arctic, which has contributed to the retreat of glaciers, permafrost, and sea ice."
4061,claim-1773,The global trend is calculated from hundreds of CO2 measuring stations and confirmed by satellites.,NOT_ENOUGH_INFO,evidence-242436,AIRS aboard NASA's Aqua satellite makes global XCO2 measurements and was launched shortly after ENVISAT in 2012.
4062,claim-1773,The global trend is calculated from hundreds of CO2 measuring stations and confirmed by satellites.,NOT_ENOUGH_INFO,evidence-429157,More recent satellites have significantly improved the data density and precision of global measurements.
4063,claim-1773,The global trend is calculated from hundreds of CO2 measuring stations and confirmed by satellites.,NOT_ENOUGH_INFO,evidence-1877,"The brightening trend is corroborated by other data, including satellite analyses."
4064,claim-1773,The global trend is calculated from hundreds of CO2 measuring stations and confirmed by satellites.,NOT_ENOUGH_INFO,evidence-1018611,"More precise data gathered from satellite radar measurements reveal an accelerating rise of 7.5 cm (3.0 in) from 1993 to 2017, which is a trend of roughly 30 cm (12 in) per century."
4065,claim-1773,The global trend is calculated from hundreds of CO2 measuring stations and confirmed by satellites.,NOT_ENOUGH_INFO,evidence-514779,"This network was used, in combination with satellite altimeter data, to establish that global mean sea-level rose 19.5 cm (7.7 in) between 1870 and 2004 at an average rate of about 1.44 mm/yr (1.7 mm/yr during the 20th century)."
4066,claim-1204,"Back in the late 1980s, the UN claimed that if global warming were not checked by 2000, rising sea levels would wash entire counties away.",SUPPORTS,evidence-321739,"Climate change threatens to diminish crop yields, harming food security, and rising sea levels may flood coastal infrastructure and force the abandonment of many coastal cities."
4067,claim-1204,"Back in the late 1980s, the UN claimed that if global warming were not checked by 2000, rising sea levels would wash entire counties away.",SUPPORTS,evidence-946255,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well."
4068,claim-1204,"Back in the late 1980s, the UN claimed that if global warming were not checked by 2000, rising sea levels would wash entire counties away.",SUPPORTS,evidence-93169,"rising sea levels, shrinking Arctic sea ice)."
4069,claim-1204,"Back in the late 1980s, the UN claimed that if global warming were not checked by 2000, rising sea levels would wash entire counties away.",SUPPORTS,evidence-1091550,"The effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts."
4070,claim-1204,"Back in the late 1980s, the UN claimed that if global warming were not checked by 2000, rising sea levels would wash entire counties away.",SUPPORTS,evidence-618094,"Not only does this increase the absorption of sunlight, it also increases melting and sea level rise."
4071,claim-849,"The most notorious was 252 million years ago; it began when carbon warmed the planet by five degrees, accelerated when that warming triggered the release of methane in the Arctic, and ended with 97 percent of all life on Earth dead.”",SUPPORTS,evidence-97742,that the Eocene hothouse world was caused by runaway global warming from released methane clathrates deep in the oceans.
4072,claim-849,"The most notorious was 252 million years ago; it began when carbon warmed the planet by five degrees, accelerated when that warming triggered the release of methane in the Arctic, and ended with 97 percent of all life on Earth dead.”",SUPPORTS,evidence-820156,Global warming accelerates its release due to release of methane from both existing stores and methanogenesis in rotting biomass.
4073,claim-240,In 1990 the United Nation’s Intergovernmental Panel on Climate Change (IPCC) predicted that temperatures would rise by 0.54F (0.3C) per decade.,SUPPORTS,evidence-1120350,"Currently, surface temperatures are rising by about 0.2 °C per decade."
4074,claim-240,In 1990 the United Nation’s Intergovernmental Panel on Climate Change (IPCC) predicted that temperatures would rise by 0.54F (0.3C) per decade.,SUPPORTS,evidence-832140,"They predict that under a ""business as usual"" (BAU) scenario, global mean temperature will increase by about 0.3 °C per decade during the [21st] century."
4075,claim-2531,"""In 1999 New Scientist reported a comment by the leading Indian glaciologist Syed Hasnain, who said in an email interview with this author that all the glaciers in the central and eastern Himalayas could disappear by 2035.",SUPPORTS,evidence-823899,"This was a March 2005 World Wildlife Fund Nepal Program report, page 29: In 1999, a report by the Working Group on Himalayan Glaciology (WGHG) of the International Commission for Snow and Ice (ICSI) stated: “glaciers in the Himalayas are receding faster than in any other part of the world and, if the present rate continues, the livelihood [sic] of them disappearing by the year 2035 is very high”."
4076,claim-2531,"""In 1999 New Scientist reported a comment by the leading Indian glaciologist Syed Hasnain, who said in an email interview with this author that all the glaciers in the central and eastern Himalayas could disappear by 2035.",SUPPORTS,evidence-237083,"— WWF p. 29 On page 2, the WWF report cited an article in the 5 June 1999 issue of New Scientist which quoted Syed Hasnain, Chairman of the International Commission for Snow and Ice (ICSI), saying that most of the glaciers in the Himalayan region ""will vanish within 40 years as a result of global warming""."
4077,claim-2531,"""In 1999 New Scientist reported a comment by the leading Indian glaciologist Syed Hasnain, who said in an email interview with this author that all the glaciers in the central and eastern Himalayas could disappear by 2035.",SUPPORTS,evidence-354463,"That article was based on an email interview, and says that ""Hasnain's four-year study indicates that all the glaciers in the central and eastern Himalayas could disappear by 2035 at their present rate of decline."""
4078,claim-2531,"""In 1999 New Scientist reported a comment by the leading Indian glaciologist Syed Hasnain, who said in an email interview with this author that all the glaciers in the central and eastern Himalayas could disappear by 2035.",SUPPORTS,evidence-344248,"New Scientist has drawn attention to Hasnain's claim about the timing of glaciers disappearing: ""Glaciers in the Himalaya are receding faster than in any other part of the world and, if the present rate continues, the likelihood of them disappearing by the year 2035 is very high,"" says the International Commission for Snow and Ice (ICSI) in its recent study on Asian glaciers."
4079,claim-2531,"""In 1999 New Scientist reported a comment by the leading Indian glaciologist Syed Hasnain, who said in an email interview with this author that all the glaciers in the central and eastern Himalayas could disappear by 2035.",SUPPORTS,evidence-923421,"They, in turn, drew their information from an interview conducted by New Scientist with Dr. Hasnain, an Indian glaciologist, who admitted that the view was speculative."
4080,claim-2880,"For example, geothermal energy is available at all times, concentrated solar thermal energy has storage capability, and wind energy can be stored in compressed air.",SUPPORTS,evidence-338202,CSP with thermal storage systems are also available using Brayton cycle with air instead of steam for generating electricity and/or steam round the clock.
4081,claim-2880,"For example, geothermal energy is available at all times, concentrated solar thermal energy has storage capability, and wind energy can be stored in compressed air.",SUPPORTS,evidence-573744,"A CSP plant can incorporate thermal energy storage, which stores energy either in the form of sensible heat, or as latent heat (for example, using molten salt), which enables these plants to continue to generate electricity whenever it is needed, day or night."
4082,claim-2880,"For example, geothermal energy is available at all times, concentrated solar thermal energy has storage capability, and wind energy can be stored in compressed air.",SUPPORTS,evidence-687870,"Concentrated solar power plants may use thermal storage to store solar energy, such as in high-temperature molten salts."
4083,claim-2880,"For example, geothermal energy is available at all times, concentrated solar thermal energy has storage capability, and wind energy can be stored in compressed air.",SUPPORTS,evidence-63421,"Presently, this is a commercially used technology to store the heat collected by concentrated solar power (e.g., from a solar tower or solar trough)."
